2034865941	white
4229894355	white
1410585992	white
262376764	white
1939130031	white
1800778962	baby not visible
174056037	white
173500456	white
2368008984	asian
3274375509	white
4633221176	white
5217116	white
6301391567	baby not visible
3143978284	white
3021616312	white
6258721326	white
2420730259	white
2404046478	baby not visible
442985422	white
47798735	white
4335011105	white
4675845861	baby not visible
198409708	white
3324962492	white
146758244	white
760180310	white
424830334	white
14955512	asian
485738889	white
3220009216	asian
4592281294	baby not visible
6802728196	asian
2276230068	white
149057633	black
442987551	white
5196768578	white
1112212364	white
1410193619	white
2119380659	white
787907341	black
3557148230	black
7302659678	white
3739530231	black
3179223972	white
20249851	white
2573141440	white
3998011916	black
2119206841	white
2136080450	white
4900807267	white
3384743985	white
2479553749	white
3706019259	black
1433397131	baby not visible
4749663272	white
155215518	white
2635164923	white
2508019949	baby not visible
1149097018	white
2597954295	white
964197865	white
2333288869	none of the above
3704816755	asian
4608463080	baby not visible
529425723	white
350443876	white
2435518586	white
2716718260	baby not visible
4622908706	white
2320787588	white
2095949968	white
3178454823	white
6201963747	white
1237985362	black
3454754632	white
5331268239	white
467514961	white
116664780	white
5852667073	baby not visible
2755053974	white
1022454428	white
289560545	white
120764850	white
1232148178	white
4826547083	white
3106031569	white
4799726314	white
4878818161	white
208408910	white
2608289957	white
3217909454	asian
732468337	white
2319181371	white
4915118332	white
3465703153	baby not visible
7602525254	none of the above
73647680	asian
339658315	baby not visible
2113124815	white
2171576939	white
3289817083	white
6954663021	white
298122528	white
468899237	white
3226137804	white
2899374885	white
4480643343	none of the above
685711383	asian
2558512615	white
3208987435	asian
392354488	white
2687134043	white
503857941	white
3046126634	asian
3380930463	white
2509912399	white
2301379282	white
3489084190	white
3131288444	white
973827791	white
2119044348	baby not visible
379690103	white
2658667254	white
2746072388	white
305749904	baby not visible
370442541	black
276052913	white
6053720349	white
107969134	white
338096053	white
1319788022	black
298883053	white
207857944	white
7327356514	asian
103306033	black
2503091968	asian
788126442	white
3041262779	baby not visible
4621759288	white
3213166356	white
7200700722	black
2827629249	asian
50154757	white
7212803242	white
329835313	white
1799165532	white
3106022785	white
2660601299	white
2997191641	asian
195051721	asian
2611335633	white
2321466753	white
3153439960	asian
48614561	asian
210711305	white
4442488355	baby not visible
2917248300	baby not visible
5326961690	white
3574378184	asian
440481388	white
2061781501	asian
1122944218	white
2903617548	white
3143991972	white
2715498311	none of the above
336187979	white
430689218	white
17516940	white
4968291657	white
196437391	white
2837740149	white
2937713493	white
2649056692	white
2966930445	white
3991342877	white
374772081	white
510393301	white
180027584	baby not visible
2699075714	white
2339632913	asian
3786279352	white
4081871022	white
2760053235	white
2637670767	white
179828434	white
3609377404	white
4649891200	baby not visible
2231847779	white
7271256962	white
3220200084	black
3387630781	white
3585123310	baby not visible
2214847438	white
4445707837	baby not visible
664470170	white
3159424456	white
4571650064	white
4813699569	baby not visible
115903799	white
2435486484	white
473323374	white
3369354061	white
3360508977	black
3222142529	black
43331469	white
5891971963	black
28555944	white
3683592946	baby not visible
4871268492	asian
4857560023	white
4503476760	white
156642718	white
50162583	white
4351638784	white
194332758	white
5014752481	white
4188427645	white
4718154276	baby not visible
4785852807	white
3423678845	asian
521292795	baby not visible
425077383	white
4799239390	baby not visible
1676898063	white
170704395	white
3132832452	white
120286774	none of the above
104816788	black
500290283	baby not visible
2060031241	white
472435599	baby not visible
2409597310	white
5287405	white
3284695268	white
4858175898	white
6901983968	white
6273160372	white
4922687043	asian
2248974479	white
4947861901	baby not visible
2775461796	white
140738818	white
4766071641	white
1077931201	white
56012911	baby not visible
210713758	black
3578981202	white
2629334536	white
3143980056	white
708204852	white
4320494335	baby not visible
3712463209	white
2144846312	white
1519576998	white
5415181095	white
711785371	white
4755693778	white
2395801215	baby not visible
3047751696	white
4515663265	black
8029536	white
4858206982	white
3690358949	white
4057128396	asian
129891931	white
2737106219	white
3643503169	white
2645723249	white
476477265	baby not visible
4176576400	white
2294516804	white
4255821890	white
77977382	white
338857661	white
4833687683	baby not visible
529420150	white
3726730085	white
4669404758	asian
2851931813	white
427709177	white
5113969440	baby not visible
3419238351	white
3996889070	asian
934375844	white
2344625369	asian
2434710077	white
3420469425	white
3666169738	white
1580172290	white
5518764727	white
279153587	white
2615811117	white
4926983629	white
442983801	white
2061927950	asian
4865409871	white
3521374954	white
3103248445	white
2565087972	white
2215331791	black
2312746782	white
536495604	white
1486273777	white
686550300	asian
2600967348	white
2701228560	white
3701878677	white
3892563639	baby not visible
3358682439	baby not visible
1136497229	white
3240519143	black
3621652774	white
2726222057	white
5855641283	white
539761097	white
5051431549	white
1377428277	white
2204545235	white
97234558	white
4774890267	black
4813023306	asian
2726180005	white
2279980395	white
2940974439	white
3329858093	black
5442112383	white
4302494145	white
3908650006	white
3613030730	white
2213113526	white
2338791560	white
3805214721	white
3086676257	white
4844407687	white
3411022255	baby not visible
2657301826	white
1563984945	white
10101477	asian
259611216	asian
4737602081	asian
1303335399	white
12526324	white
4057116288	white
3465396606	baby not visible
5049383578	baby not visible
1417941060	none of the above
2783430487	white
2435536626	white
2293308835	white
3767841911	white
399487205	white
5181862374	white
2422018883	asian
661546153	white
1387785218	white
2616643090	white
1558277287	white
4074903180	baby not visible
2483783092	white
4892691213	baby not visible
5519356022	white
2432709509	white
39024889	baby not visible
4665585666	white
2230620391	white
3614582606	black
3600525829	white
2645724661	white
7300199078	white
2964438493	baby not visible
4082494486	white
3378980591	white
3696190497	white
3169168282	white
2446601467	white
2102315758	baby not visible
3240470193	black
969483211	white
4809578695	white
2421659692	white
3711352975	white
191003283	white
4440605249	white
5518762299	white
1332815795	white
2769731772	white
2522297487	white
1561658940	white
359800617	white
3321516504	white
315574711	none of the above
2858408189	black
3659090958	asian
2435543046	white
965444691	white
5656207480	white
2993318965	baby not visible
3186863842	asian
4575727965	none of the above
3732728142	asian
4858173106	white
7192379802	white
3376924230	asian
2196284168	white
305979887	baby not visible
5400824262	black
141213544	asian
2837734285	white
4003587342	white
3103292929	white
4527840050	baby not visible
3710050559	white
3020785883	white
241788774	white
2074146683	white
299309703	white
471464700	white
3308612894	white
4858197102	white
4684706810	white
179081851	white
2576878141	none of the above
2561849813	white
2419186511	white
366567420	asian
2271468944	white
5766437977	baby not visible
3318995586	white
2165724565	white
3106257008	white
449669516	white
2185793891	white
3178394617	white
5217022503	black
390703177	white
2215770048	white
3321956909	white
3026102745	white
2911553636	white
1354318519	white
317943067	white
3179226630	white
4646500246	white
2912739576	white
2683963310	white
409220780	white
2454932897	white
812909024	white
4889441439	asian
4050265867	white
2417617305	white
3755475040	white
2058947638	white
70645290	white
77742716	white
3704725503	asian
531055369	baby not visible
2765747519	white
3121881702	white
5683548982	none of the above
3501083764	black
2537197415	white
2888808511	white
136581487	white
2090327868	asian
1028205764	white
2888815691	white
4760648961	white
219810920	white
4800880656	asian
3577868513	white
4050916276	white
1220027979	white
2332673042	white
2360213217	white
4652090936	white
4365035558	white
452416075	white
1621733153	white
3275646864	white
350577578	white
3625537155	baby not visible
11034843	white
474260313	none of the above
3156431444	asian
2175758177	white
1425188219	white
3484526708	black
2128119486	white
268223986	white
2690538407	white
3711253664	white
3018895758	white
4489494169	white
4747892933	baby not visible
4480923732	white
582899605	white
176230509	white
2798651809	white
4571649296	white
2290556804	white
8088990803	asian
2944675019	white
2450299735	white
2656351	white
7512588306	white
2884301336	baby not visible
3262760716	white
3488837187	white
4635771697	white
4858186528	white
4106379547	none of the above
4934470318	white
302289651	white
2665806290	white
5007133864	asian
5825226259	white
6037006359	baby not visible
4854810336	white
3887487086	white
3217231044	white
7161625352	white
2990934685	white
3454728570	baby not visible
384806138	black
56927229	baby not visible
288406480	white
3336682980	white
2405599120	white
4772601985	white
3963770900	none of the above
11551286	white
6810081173	white
3458379941	asian
3882399405	asian
4789705901	asian
3250593457	white
314779208	white
3143159297	white
2653809100	white
3283651160	white
4910375558	white
5504365495	white
4356644331	white
214168917	white
1231229740	white
4709819574	asian
325696203	white
30712390	white
3093094737	baby not visible
1367685772	white
141736784	white
156222796	white
49102426	baby not visible
3168326177	white
835415474	white
2095007523	white
2412614152	white
4222240844	asian
3046916429	white
3458125058	asian
3243866702	black
4649865586	white
2322050182	white
4971946200	white
4955130534	white
2059842472	asian
1369506388	white
2539157885	white
3728695560	white
7446761184	white
7719186508	white
559404730	asian
1936215201	white
3174453534	white
2313598755	white
270224477	white
4084558283	white
4450081359	white
1459581481	black
5419695587	asian
5519354264	white
180312736	white
2659606300	white
4953541345	white
2653063469	white
2226587791	white
2750741104	none of the above
7174804452	white
2544426580	none of the above
851566221	baby not visible
3132006797	white
2370221025	white
22860067	white
3497234588	asian
3821555355	white
4447269544	baby not visible
5501226985	white
4319641840	asian
2826030193	white
4300542033	white
4798449978	none of the above
2445654384	white
5829317322	baby not visible
3143982558	white
206648789	white
4237212038	baby not visible
2752043092	white
2646615552	white
15688495	baby not visible
3246505968	asian
5230968	white
3179296090	white
2538423833	white
4794509703	white
268654674	baby not visible
3631839768	baby not visible
168131914	white
166779879	white
408474778	white
10404007	white
2369840118	white
328916930	white
2350687181	white
2989626215	baby not visible
4567311889	white
2181724497	white
4857569615	white
3236447445	white
519317202	white
2847281670	white
3821187649	white
4725695244	white
2212472643	white
4327162496	white
3606355203	white
2228167286	none of the above
2972268289	baby not visible
5103930077	white
492210006	asian
3258993719	baby not visible
8046655694	asian
3135317718	asian
3643021980	white
477869357	white
4225248313	white
2913345328	white
1263126002	white
4692141852	baby not visible
519061891	white
374437796	baby not visible
185188962	white
4857583977	white
488866979	white
69551477	white
3730011701	white
4857561027	white
7770185546	white
5234416671	white
89505897	white
418310966	white
4932127810	none of the above
3655207400	white
5501830558	white
700884207	white
4389000364	white
4775132222	black
4479282254	baby not visible
2336606243	white
4195953639	baby not visible
2569800008	white
2858456847	black
2667549961	white
1609454863	asian
339274747	white
2511782353	white
2934431078	white
13615892	white
129863111	white
49278853	white
3668244651	white
3121498699	asian
2687075275	white
4857558207	white
2135360514	white
2455800418	white
1952896009	black
2322675642	white
1775007639	asian
253109856	asian
4151663073	white
4656684238	baby not visible
4589066890	white
50158447	white
1881494074	white
2837777441	white
4887639158	black
